job,day,month,duration,campaign,pdays,previous,Outcome
blue-collar,2,jun,56,8,-1,0,no
self-employed,2,jun,326,3,-1,0,no
services,21,jul,342,9,-1,0,no
retired,2,feb,49,6,-1,0,no
management,12,aug,110,1,-1,0,no
services,12,nov,253,1,92,4,yes
management,14,aug,636,2,-1,0,no
technician,19,aug,137,2,-1,0,no
admin.,7,jul,173,1,-1,0,no
technician,18,jul,227,2,-1,0,no
services,19,may,88,5,-1,0,no
technician,2,jun,426,3,-1,0,no
technician,18,nov,195,3,112,8,no
blue-collar,18,aug,230,8,-1,0,no
services,12,may,750,2,-1,0,yes
entrepreneur,30,jan,413,3,-1,0,no
management,4,jun,104,2,-1,0,no
technician,5,may,138,1,-1,0,no
blue-collar,29,may,334,2,-1,0,no
services,30,may,868,1,-1,0,no
services,14,jul,102,14,-1,0,no
management,28,may,77,3,-1,0,no
blue-collar,1,sep,199,1,92,14,yes
student,7,may,332,2,-1,0,no
technician,7,aug,124,2,-1,0,no
technician,25,aug,91,9,-1,0,no
management,4,may,104,3,-1,0,no
blue-collar,18,may,125,1,368,4,no
entrepreneur,18,jul,635,3,-1,0,yes
blue-collar,15,jul,90,1,-1,0,no
management,25,jul,310,1,-1,0,no
services,6,may,207,1,351,2,no
blue-collar,12,jun,43,1,-1,0,no
blue-collar,16,jul,126,4,-1,0,no
admin.,25,jan,137,1,97,1,no
blue-collar,15,may,284,5,-1,0,no
technician,28,aug,68,6,-1,0,no
management,18,nov,67,1,-1,0,no
admin.,18,may,8,2,-1,0,no
admin.,11,may,62,1,-1,0,no
management,7,jul,175,1,-1,0,no
entrepreneur,13,may,395,2,-1,0,yes
management,11,feb,27,1,84,3,no
admin.,6,may,195,1,-1,0,no
technician,4,feb,254,2,-1,0,no
admin.,8,jul,199,1,-1,0,no
services,26,aug,73,17,-1,0,no
technician,14,may,351,1,-1,0,no
management,7,may,1689,4,-1,0,yes
technician,21,nov,267,1,-1,0,no
services,5,may,234,2,-1,0,no
admin.,26,apr,234,10,-1,0,no
management,20,aug,94,4,-1,0,no
admin.,8,may,77,2,-1,0,no
blue-collar,15,may,242,1,-1,0,no
retired,18,jul,247,4,-1,0,no
entrepreneur,9,jun,85,4,-1,0,no
management,22,aug,607,4,-1,0,no
management,17,jun,485,2,227,4,yes
student,27,oct,184,1,91,2,yes
technician,26,may,258,1,-1,0,no
management,16,apr,156,1,147,7,no
admin.,21,may,160,1,-1,0,no
self-employed,16,jun,1021,1,-1,0,no
blue-collar,31,jul,5,25,-1,0,no
technician,27,jan,701,1,-1,0,yes
blue-collar,18,may,732,2,291,5,yes
management,10,aug,122,1,-1,0,no
admin.,7,may,559,1,-1,0,no
blue-collar,8,may,141,1,-1,0,no
management,21,jul,87,4,-1,0,no
self-employed,5,feb,577,1,-1,0,no
entrepreneur,11,jul,193,2,-1,0,no
management,28,aug,210,5,-1,0,no
technician,6,aug,732,2,-1,0,no
services,6,may,121,2,-1,0,no
blue-collar,21,nov,150,2,-1,0,no
self-employed,21,nov,140,1,-1,0,no
technician,20,nov,386,2,-1,0,no
services,11,may,733,2,-1,0,yes
technician,19,nov,108,1,-1,0,no
management,17,nov,80,1,152,1,no
admin.,12,may,155,3,-1,0,no
services,13,may,389,4,-1,0,no
self-employed,9,feb,133,3,-1,0,no
blue-collar,21,nov,328,6,-1,0,no
technician,23,jul,119,2,-1,0,no
blue-collar,16,jun,87,6,-1,0,no
admin.,18,nov,162,1,173,3,no
services,15,may,294,2,-1,0,no
housemaid,16,jul,128,2,-1,0,no
technician,6,may,108,1,-1,0,no
admin.,6,feb,172,2,-1,0,no
technician,14,may,208,5,-1,0,no
services,20,may,212,2,-1,0,no
unemployed,8,nov,148,1,871,2,no
management,4,feb,99,1,-1,0,no
management,3,feb,185,1,92,1,yes
blue-collar,6,aug,133,2,-1,0,no
housemaid,6,feb,170,1,-1,0,no
unemployed,19,may,668,7,-1,0,no
management,8,may,81,3,170,1,no
management,12,jun,230,2,-1,0,no
blue-collar,5,may,287,1,-1,0,no
retired,16,mar,618,1,-1,0,no
management,5,may,788,1,-1,0,yes
services,6,feb,285,6,-1,0,no
technician,21,aug,163,2,-1,0,no
management,8,jul,159,1,-1,0,no
retired,12,may,197,2,370,3,no
management,25,jul,212,2,-1,0,no
management,29,may,44,15,-1,0,no
admin.,23,sep,180,2,238,3,no
blue-collar,26,jun,11,1,-1,0,no
management,26,may,863,1,-1,0,no
services,7,may,388,7,-1,0,no
retired,5,may,143,3,-1,0,no
management,7,may,191,1,294,1,no
technician,27,may,62,2,-1,0,no
blue-collar,9,may,13,1,-1,0,no
admin.,13,may,1073,1,-1,0,yes
management,6,may,337,2,-1,0,no
blue-collar,31,jul,88,10,-1,0,no
technician,2,jun,167,1,298,10,no
technician,29,aug,96,4,-1,0,no
technician,13,apr,537,3,-1,0,no
management,27,may,5,3,-1,0,no
retired,5,aug,139,1,-1,0,no
blue-collar,30,may,570,2,-1,0,no
entrepreneur,29,jul,100,3,-1,0,no
blue-collar,15,may,253,2,-1,0,no
services,1,apr,525,2,-1,0,no
technician,20,aug,696,3,-1,0,no
unemployed,26,may,535,6,-1,0,no
technician,6,aug,131,3,-1,0,no
student,20,aug,6,1,-1,0,no
entrepreneur,5,feb,105,1,-1,0,no
admin.,19,jun,370,1,-1,0,no
technician,29,aug,29,14,-1,0,no
entrepreneur,5,may,184,1,167,6,no
technician,3,feb,47,2,222,3,no
services,2,jul,193,4,-1,0,no
blue-collar,16,jul,709,2,-1,0,yes
technician,6,aug,358,2,-1,0,no
entrepreneur,20,may,253,1,-1,0,no
self-employed,6,jun,197,3,-1,0,no
technician,22,aug,94,2,-1,0,no
services,22,jul,445,2,-1,0,no
technician,15,may,153,1,371,2,no
admin.,18,jun,113,1,-1,0,no
management,17,aug,80,1,-1,0,no
services,15,may,318,1,-1,0,no
technician,27,jan,100,1,435,1,no
management,20,jun,40,3,-1,0,no
management,2,jun,55,25,-1,0,no
management,20,nov,67,1,-1,0,no
management,7,aug,76,2,-1,0,no
management,16,may,73,1,-1,0,no
admin.,20,may,89,2,-1,0,no
housemaid,19,aug,109,3,-1,0,no
blue-collar,9,jul,98,1,-1,0,no
self-employed,5,jun,21,17,-1,0,no
entrepreneur,18,nov,465,1,-1,0,no
retired,21,jul,106,3,-1,0,no
admin.,20,apr,304,1,340,1,no
management,30,jul,342,3,-1,0,no
management,16,may,16,25,-1,0,no
services,28,may,543,2,-1,0,yes
blue-collar,8,jul,338,3,-1,0,no
self-employed,22,aug,197,5,-1,0,no
blue-collar,8,may,956,2,-1,0,no
admin.,12,may,95,1,327,9,no
services,15,may,546,9,-1,0,no
admin.,30,may,124,4,-1,0,no
blue-collar,7,jul,113,4,-1,0,no
blue-collar,7,may,245,3,-1,0,no
technician,22,jul,188,2,-1,0,no
technician,19,aug,199,5,-1,0,no
management,5,apr,470,7,426,3,yes
services,14,may,90,1,-1,0,no
management,23,may,350,5,-1,0,no
admin.,7,may,31,1,363,2,no
management,9,jul,156,1,-1,0,no
services,27,may,299,1,-1,0,no
unemployed,30,jan,510,2,-1,0,no
blue-collar,25,aug,177,4,-1,0,no
admin.,13,oct,123,2,-1,0,no
management,2,feb,270,1,-1,0,no
blue-collar,16,may,225,4,-1,0,no
management,28,jan,63,1,-1,0,no
management,3,jun,247,13,-1,0,no
services,30,jan,206,5,239,3,no
entrepreneur,6,may,168,2,-1,0,no
management,21,may,836,12,-1,0,no
management,8,aug,131,2,-1,0,no
technician,3,jun,89,1,-1,0,no
technician,29,aug,116,4,-1,0,no
unknown,12,jun,58,1,-1,0,no
admin.,6,sep,36,1,-1,0,no
management,21,jul,240,2,-1,0,no
management,22,aug,132,4,-1,0,no
services,17,jul,544,1,-1,0,no
services,8,may,266,1,-1,0,no
student,4,feb,443,2,-1,0,no
blue-collar,10,jul,324,1,-1,0,no
services,6,feb,15,10,207,3,no
blue-collar,28,jan,263,2,-1,0,no
services,11,jun,199,1,-1,0,no
management,29,jul,145,2,-1,0,no
management,2,jun,56,1,-1,0,no
blue-collar,5,may,11,9,-1,0,no
admin.,18,nov,411,1,173,2,no
services,29,jul,165,23,-1,0,no
management,12,may,619,3,-1,0,no
services,17,apr,203,1,-1,0,no
entrepreneur,7,may,254,1,-1,0,no
technician,13,aug,1149,6,-1,0,yes
management,9,may,189,1,-1,0,no
services,12,nov,707,2,97,2,yes
blue-collar,15,may,196,1,-1,0,no
blue-collar,9,may,171,1,-1,0,no
unemployed,28,jan,1451,2,-1,0,yes
services,2,jun,563,1,-1,0,yes
technician,11,aug,239,4,-1,0,no
blue-collar,28,jul,73,6,-1,0,no
blue-collar,6,may,203,2,334,2,no
technician,6,may,158,1,167,1,no
unemployed,9,jul,100,4,-1,0,no
management,8,jul,160,1,-1,0,no
student,19,nov,661,1,-1,0,no
management,14,may,166,1,-1,0,no
services,29,jul,114,2,-1,0,no
technician,29,may,58,1,-1,0,no
blue-collar,31,jul,25,8,-1,0,no
admin.,7,may,121,2,-1,0,no
technician,16,jun,226,4,-1,0,no
retired,16,may,234,2,-1,0,no
management,10,jul,88,1,-1,0,no
management,21,may,85,1,-1,0,no
entrepreneur,18,nov,134,1,-1,0,no
unknown,4,aug,251,3,-1,0,no
services,14,may,152,1,-1,0,no
management,13,aug,202,1,83,5,no
blue-collar,30,may,379,17,-1,0,no
entrepreneur,28,jul,123,6,-1,0,no
retired,30,apr,156,2,-1,0,no
self-employed,17,jun,332,1,-1,0,no
management,14,may,90,3,-1,0,no
management,20,nov,291,1,-1,0,no
technician,6,feb,23,2,-1,0,no
entrepreneur,21,jul,122,2,-1,0,no
technician,26,jul,105,2,172,1,no
services,11,may,1143,4,-1,0,no
services,26,may,70,3,-1,0,no
blue-collar,8,may,264,2,-1,0,no
admin.,27,may,204,2,-1,0,no
housemaid,19,nov,182,1,-1,0,no
technician,17,nov,386,2,-1,0,no
housemaid,5,jun,295,3,-1,0,no
services,12,may,86,2,-1,0,no
technician,28,aug,16,20,-1,0,no
management,20,aug,413,2,-1,0,no
management,29,may,323,3,-1,0,no
management,13,oct,78,3,-1,0,no
technician,25,aug,121,3,-1,0,no
blue-collar,20,nov,477,1,-1,0,yes
self-employed,19,nov,265,1,-1,0,no
management,27,oct,418,2,-1,0,yes
blue-collar,28,jul,386,4,-1,0,no
entrepreneur,19,may,594,2,-1,0,no
management,8,jul,161,1,-1,0,no
unemployed,5,feb,450,3,-1,0,no
blue-collar,25,aug,217,6,-1,0,no
technician,8,aug,136,1,-1,0,no
services,9,may,322,1,-1,0,no
student,16,nov,104,1,196,1,no
technician,17,nov,189,2,111,4,no
unemployed,15,jul,250,4,415,2,yes
technician,19,aug,123,5,-1,0,no
retired,23,oct,427,1,182,2,yes
admin.,8,jul,632,2,-1,0,no
management,13,apr,101,3,-1,0,no
technician,24,aug,467,2,88,4,yes
admin.,16,apr,640,2,-1,0,no
management,16,apr,517,1,255,1,no
blue-collar,13,may,160,3,-1,0,no
technician,12,jun,177,3,-1,0,no
admin.,21,may,206,1,-1,0,no
technician,7,may,208,2,-1,0,no
technician,12,apr,169,1,-1,0,no
management,14,jul,287,2,415,1,yes
housemaid,17,jul,505,3,-1,0,no
blue-collar,18,may,284,2,371,1,no
blue-collar,30,jan,89,4,235,2,no
student,29,sep,138,1,-1,0,no
management,14,dec,321,3,189,4,yes
blue-collar,15,may,262,4,-1,0,no
admin.,13,oct,61,1,-1,0,no
management,24,jul,217,9,-1,0,no
management,14,jul,192,2,-1,0,no
technician,29,oct,174,2,-1,0,no
unemployed,25,jun,292,2,-1,0,no
technician,29,may,240,2,-1,0,no
unemployed,4,aug,282,2,-1,0,no
admin.,14,aug,128,6,-1,0,no
housemaid,2,feb,161,1,-1,0,no
blue-collar,29,jan,291,1,244,4,no
services,20,nov,356,1,-1,0,no
services,21,may,294,2,-1,0,no
blue-collar,18,jun,422,1,-1,0,no
technician,28,may,806,1,-1,0,yes
unemployed,16,jun,227,1,-1,0,no
self-employed,17,nov,560,2,-1,0,no
services,17,apr,135,1,-1,0,no
admin.,3,jun,361,1,-1,0,no
retired,18,jul,246,1,-1,0,no
technician,4,feb,419,2,-1,0,no
student,8,nov,449,2,38,10,yes
admin.,17,nov,71,1,-1,0,no
technician,21,jul,357,3,-1,0,no
management,18,nov,164,2,179,3,no
admin.,15,may,263,4,-1,0,no
technician,18,jun,146,2,-1,0,no
unknown,27,oct,759,2,-1,0,yes
admin.,28,jul,72,2,363,4,no
technician,12,aug,131,2,-1,0,no
admin.,21,nov,808,2,-1,0,yes
management,17,jul,1183,1,-1,0,no
housemaid,4,sep,123,3,-1,0,no
blue-collar,29,may,483,2,-1,0,no
self-employed,4,may,238,3,-1,0,no
management,11,jul,90,1,-1,0,no
unknown,9,jul,464,1,683,6,yes
unknown,22,aug,385,9,-1,0,no
technician,23,may,240,2,-1,0,no
retired,14,may,104,1,-1,0,no
admin.,29,aug,109,2,-1,0,no
retired,30,nov,598,4,-1,0,no
management,16,may,274,8,-1,0,no
technician,7,aug,123,2,-1,0,no
admin.,23,jul,70,1,-1,0,no
self-employed,23,may,260,1,-1,0,no
management,29,jan,190,3,-1,0,no
blue-collar,14,may,521,2,-1,0,no
blue-collar,14,may,228,1,-1,0,no
management,17,feb,466,4,-1,0,yes
student,27,feb,74,2,-1,0,no
retired,29,may,57,2,-1,0,no
admin.,30,jan,119,3,-1,0,no
management,19,nov,124,2,-1,0,no
blue-collar,31,jul,65,50,-1,0,no
management,28,jul,127,6,-1,0,no
admin.,14,jul,172,3,-1,0,no
unemployed,30,jul,174,6,-1,0,no
student,31,jul,41,6,-1,0,no
blue-collar,30,may,232,3,-1,0,no
retired,6,jun,161,1,-1,0,no
retired,16,apr,124,1,-1,0,no
housemaid,5,jun,701,1,-1,0,yes
blue-collar,9,may,162,2,-1,0,no
technician,6,jun,431,2,-1,0,no
admin.,18,jul,191,3,-1,0,no
management,11,aug,249,5,-1,0,no
blue-collar,6,may,189,1,-1,0,no
technician,25,aug,167,4,-1,0,no
technician,29,aug,73,4,-1,0,no
management,30,may,162,1,-1,0,no
unemployed,12,aug,235,2,-1,0,no
blue-collar,15,may,44,1,-1,0,no
management,26,may,127,2,-1,0,no
blue-collar,20,apr,93,3,329,7,no
blue-collar,30,jan,143,1,2,3,no
management,16,apr,81,2,-1,0,no
services,17,jun,77,2,-1,0,no
blue-collar,23,may,115,4,-1,0,no
management,17,nov,125,1,111,3,no
management,19,aug,53,4,-1,0,no
retired,4,may,77,2,-1,0,no
unemployed,3,feb,45,1,-1,0,no
management,11,aug,74,2,-1,0,no
housemaid,21,aug,169,5,-1,0,no
student,11,aug,269,2,-1,0,no
entrepreneur,29,jan,52,2,227,1,no
blue-collar,22,jul,246,3,-1,0,no
management,20,jun,218,1,-1,0,no
technician,13,nov,167,1,92,1,yes
management,21,nov,316,3,99,9,yes
self-employed,15,may,142,1,-1,0,no
admin.,21,nov,75,1,-1,0,no
management,2,feb,204,1,-1,0,no
admin.,10,jul,542,1,-1,0,no
management,16,may,122,2,-1,0,no
services,30,may,70,1,-1,0,no
management,8,jul,266,1,-1,0,no
blue-collar,6,may,34,9,-1,0,no
management,22,jul,203,4,-1,0,no
management,6,jun,85,3,-1,0,no
management,21,nov,11,4,-1,0,no
services,20,jun,13,10,-1,0,no
management,13,may,562,1,-1,0,yes
blue-collar,6,may,185,3,-1,0,no
unemployed,22,may,158,1,59,2,no
admin.,12,may,515,1,350,5,yes
technician,13,may,60,5,-1,0,no
retired,24,apr,173,2,-1,0,no
technician,16,may,353,4,-1,0,no
blue-collar,11,may,143,3,357,1,no
admin.,20,apr,18,5,-1,0,no
admin.,18,nov,466,1,-1,0,no
admin.,17,apr,85,1,151,1,no
technician,24,jul,148,1,-1,0,no
blue-collar,18,may,123,1,-1,0,no
student,30,apr,121,1,-1,0,no
blue-collar,29,may,245,3,-1,0,no
retired,6,oct,215,1,-1,0,yes
technician,15,may,190,6,-1,0,no
technician,13,may,44,1,-1,0,no
blue-collar,30,apr,171,1,-1,0,no
admin.,30,jul,62,12,-1,0,no
blue-collar,20,may,172,1,-1,0,no
services,23,may,78,10,-1,0,no
blue-collar,15,may,319,5,-1,0,no
services,2,feb,111,1,-1,0,no
blue-collar,6,may,158,1,-1,0,no
technician,29,aug,82,12,-1,0,no
management,20,may,128,6,-1,0,no
services,8,may,102,4,-1,0,no
management,16,jun,124,2,-1,0,no
blue-collar,17,apr,334,2,-1,0,no
technician,28,jan,134,5,204,2,yes
management,27,apr,218,1,-1,0,no
management,9,jun,313,1,-1,0,no
blue-collar,6,may,207,3,-1,0,no
management,6,may,262,1,-1,0,no
management,19,aug,134,2,-1,0,no
entrepreneur,11,jun,197,3,-1,0,no
services,12,may,214,3,-1,0,no
management,30,jul,1165,7,-1,0,no
technician,7,may,177,2,-1,0,no
management,23,may,141,6,-1,0,no
admin.,29,jul,164,6,-1,0,no
services,16,jul,151,1,-1,0,no
technician,4,feb,145,2,260,4,no
blue-collar,26,may,111,1,-1,0,no
blue-collar,2,feb,217,1,221,1,no
management,7,may,253,4,-1,0,no
management,18,jun,74,1,-1,0,no
management,20,aug,263,2,-1,0,no
blue-collar,3,jun,233,1,-1,0,no
management,13,aug,402,2,-1,0,no
management,30,sep,585,1,-1,0,no
management,14,may,145,1,-1,0,no
technician,16,jun,143,5,-1,0,no
blue-collar,8,jul,524,1,-1,0,no
retired,11,aug,270,1,-1,0,no
management,4,jun,272,1,-1,0,no
entrepreneur,20,nov,187,2,-1,0,no
blue-collar,18,may,268,2,-1,0,no
entrepreneur,17,nov,183,1,-1,0,no
admin.,27,feb,123,3,99,8,no
technician,20,apr,20,4,-1,0,no
blue-collar,6,feb,232,4,253,1,no
unemployed,19,nov,547,7,-1,0,no
services,21,jul,71,9,-1,0,no
services,31,jul,113,6,-1,0,no
services,8,aug,780,4,-1,0,yes
technician,12,may,246,1,343,1,no
blue-collar,3,jun,108,12,-1,0,no
admin.,29,jan,253,1,-1,0,no
self-employed,6,aug,175,1,-1,0,no
entrepreneur,15,may,106,1,-1,0,no
blue-collar,7,may,86,2,-1,0,no
blue-collar,21,may,248,3,-1,0,no
technician,28,jul,265,2,-1,0,no
blue-collar,26,may,182,5,-1,0,no
unemployed,5,feb,916,3,-1,0,no
retired,4,aug,506,1,-1,0,no
admin.,20,apr,81,1,-1,0,no
management,17,apr,30,1,-1,0,no
management,14,aug,904,3,-1,0,yes
housemaid,6,may,699,3,-1,0,no
technician,6,may,19,1,-1,0,no
services,14,may,389,1,-1,0,no
self-employed,6,aug,211,4,-1,0,no
blue-collar,16,apr,283,1,-1,0,no
management,12,aug,474,2,-1,0,no
admin.,15,may,157,2,351,5,no
retired,5,nov,509,2,-1,0,no
blue-collar,7,may,279,1,-1,0,no
retired,17,jul,27,1,-1,0,no
management,11,aug,386,4,-1,0,yes
blue-collar,18,nov,679,1,-1,0,no
management,2,jun,169,1,-1,0,no
management,3,jun,315,1,-1,0,no
blue-collar,20,aug,293,2,-1,0,no
blue-collar,3,feb,439,3,-1,0,no
services,19,may,198,1,-1,0,no
management,15,may,770,2,-1,0,no
entrepreneur,30,jul,340,2,-1,0,no
blue-collar,26,apr,1472,1,192,4,yes
management,4,aug,293,1,181,2,yes
technician,2,mar,311,2,-1,0,yes
technician,18,nov,291,2,-1,0,no
services,21,may,965,2,-1,0,no
admin.,9,jun,594,1,-1,0,no
admin.,12,may,139,2,350,1,no
unemployed,6,may,501,4,-1,0,no
retired,15,jul,274,1,-1,0,no
admin.,21,nov,10,3,-1,0,no
entrepreneur,20,jun,18,2,-1,0,no
admin.,14,may,243,1,-1,0,no
student,22,may,198,1,98,6,yes
management,16,jul,410,2,-1,0,no
blue-collar,19,may,190,1,-1,0,no
management,28,may,121,1,-1,0,no
housemaid,9,jul,148,1,-1,0,no
admin.,20,apr,239,2,259,2,no
management,7,aug,90,3,-1,0,no
services,6,jun,29,1,-1,0,no
self-employed,2,apr,58,1,136,1,no
management,18,jul,1139,2,-1,0,yes
management,5,aug,504,1,92,1,yes
blue-collar,5,aug,348,1,-1,0,no
retired,30,jul,130,3,-1,0,no
retired,26,jan,100,1,104,1,no
services,29,may,544,1,-1,0,no
admin.,19,may,182,11,-1,0,no
blue-collar,2,apr,90,1,-1,0,no
services,28,may,272,2,-1,0,no
housemaid,11,jul,260,2,-1,0,no
blue-collar,8,may,672,3,-1,0,no
admin.,29,oct,264,1,-1,0,yes
blue-collar,15,jul,275,2,-1,0,no
technician,23,oct,76,1,-1,0,no
services,4,jun,749,2,-1,0,no
management,25,aug,142,4,-1,0,no
blue-collar,26,aug,454,2,-1,0,no
blue-collar,18,may,102,2,178,5,no
management,30,jan,521,3,158,7,no
admin.,17,nov,57,1,-1,0,no
management,9,apr,504,1,-1,0,no
technician,11,aug,138,3,-1,0,no
management,5,jun,103,2,95,1,yes
management,17,feb,485,1,-1,0,yes
management,5,aug,166,1,-1,0,no
blue-collar,8,may,318,2,338,1,no
retired,3,jul,531,3,-1,0,no
technician,13,may,155,2,363,4,no
housemaid,10,jul,73,1,-1,0,no
student,12,may,198,3,-1,0,no
housemaid,14,aug,137,1,-1,0,no
blue-collar,1,jul,479,9,-1,0,yes
management,9,may,285,1,-1,0,no
management,8,may,98,1,-1,0,no
management,15,may,199,2,274,3,no
management,18,jul,97,3,-1,0,no
services,4,jun,389,5,-1,0,no
unknown,7,aug,384,1,99,4,no
self-employed,6,jun,37,3,-1,0,no
technician,8,aug,420,4,-1,0,no
technician,7,may,973,1,366,1,no
management,28,aug,77,4,-1,0,no
housemaid,29,jul,376,2,-1,0,no
technician,2,feb,125,1,-1,0,yes
services,20,aug,142,2,-1,0,no
technician,18,may,442,1,266,8,yes
management,29,aug,728,2,-1,0,no
blue-collar,21,may,281,3,-1,0,no
blue-collar,22,aug,528,2,-1,0,yes
technician,20,nov,128,5,-1,0,no
services,16,jun,71,1,-1,0,no
technician,20,aug,161,4,-1,0,no
management,12,aug,129,4,-1,0,no
blue-collar,15,may,54,2,-1,0,no
admin.,11,may,443,1,350,1,no
blue-collar,6,may,136,1,-1,0,no
self-employed,6,jun,44,1,-1,0,no
blue-collar,15,may,1181,9,-1,0,no
technician,9,jun,225,2,-1,0,no
technician,30,jan,81,1,-1,0,no
services,10,jul,224,1,-1,0,no
entrepreneur,29,jul,189,4,-1,0,no
unknown,26,may,98,2,-1,0,no
blue-collar,19,nov,50,1,-1,0,no
technician,18,aug,195,10,-1,0,no
technician,7,aug,110,2,-1,0,no
unemployed,28,jan,214,1,-1,0,no
technician,19,may,182,8,-1,0,no
blue-collar,17,apr,239,2,-1,0,no
technician,12,aug,179,6,-1,0,no
unemployed,9,jun,540,1,-1,0,no
management,18,may,566,2,356,4,no
technician,18,aug,697,4,-1,0,yes
technician,15,may,98,2,-1,0,no
blue-collar,16,jul,1018,2,-1,0,yes
technician,5,feb,221,1,241,1,no
entrepreneur,30,oct,246,1,-1,0,no
technician,21,aug,656,2,-1,0,no
blue-collar,3,jun,281,1,-1,0,no
management,8,may,65,1,-1,0,no
blue-collar,26,may,193,5,-1,0,no
services,17,nov,283,1,-1,0,no
blue-collar,20,jun,78,4,-1,0,no
retired,8,may,425,6,-1,0,no
admin.,7,aug,238,2,-1,0,no
blue-collar,6,may,182,1,90,8,no
management,18,aug,998,6,-1,0,yes
blue-collar,8,may,477,1,-1,0,no
management,4,nov,158,1,-1,0,no
services,8,jul,320,3,-1,0,no
blue-collar,13,may,149,1,364,2,no
retired,14,may,410,5,-1,0,no
retired,13,feb,104,2,-1,0,no
self-employed,20,jun,454,6,-1,0,no
services,13,may,190,1,-1,0,no
admin.,19,aug,145,10,-1,0,no
management,2,feb,318,2,-1,0,no
unemployed,29,jul,246,2,-1,0,no
management,21,jul,761,2,-1,0,no
management,29,oct,171,1,-1,0,yes
self-employed,6,jun,143,1,-1,0,no
blue-collar,6,jun,968,1,-1,0,no
management,2,jul,154,1,388,1,no
services,15,jul,246,1,-1,0,no
blue-collar,13,may,201,1,-1,0,no
management,22,jul,81,4,-1,0,no
student,16,jul,205,1,-1,0,yes
blue-collar,5,may,200,3,-1,0,no
technician,8,may,210,2,-1,0,no
technician,22,aug,215,10,-1,0,no
technician,4,may,164,2,167,4,no
technician,16,jun,35,6,-1,0,no
blue-collar,28,may,615,1,-1,0,no
management,11,aug,246,3,-1,0,no
services,9,jul,42,1,-1,0,no
admin.,8,jul,217,1,-1,0,no
technician,26,may,210,1,-1,0,no
technician,26,may,116,4,-1,0,no
blue-collar,3,jun,200,1,-1,0,no
services,15,may,145,4,-1,0,no
blue-collar,5,jun,41,1,-1,0,no
technician,18,nov,192,2,-1,0,no
admin.,17,nov,80,2,165,2,no
management,20,may,121,11,-1,0,no
blue-collar,23,may,106,3,-1,0,no
management,20,nov,230,1,-1,0,no
technician,29,may,125,2,-1,0,no
technician,11,aug,67,1,-1,0,no
blue-collar,2,jun,26,1,-1,0,no
services,15,may,395,2,-1,0,no
admin.,29,jan,603,2,-1,0,no
unknown,7,jul,185,2,-1,0,no
blue-collar,28,jan,287,2,-1,0,no
admin.,26,may,149,1,-1,0,no
entrepreneur,18,nov,173,7,-1,0,no
retired,28,aug,118,2,-1,0,no
technician,19,may,314,1,-1,0,no
blue-collar,7,may,378,1,-1,0,no
admin.,21,nov,94,7,130,3,no
technician,25,aug,108,4,-1,0,no
technician,5,aug,203,2,-1,0,no
technician,13,may,121,1,-1,0,no
technician,16,may,489,2,-1,0,no
blue-collar,8,may,287,1,-1,0,no
entrepreneur,11,may,652,1,370,4,no
admin.,13,may,612,2,348,3,no
management,25,jul,53,5,-1,0,no
technician,17,oct,270,1,-1,0,yes
entrepreneur,18,may,442,1,-1,0,yes
technician,12,aug,664,3,-1,0,yes
management,14,sep,394,2,-1,0,no
blue-collar,9,jun,230,3,-1,0,no
management,11,may,877,7,300,2,yes
services,9,feb,1971,4,-1,0,yes
technician,21,aug,161,2,-1,0,no
blue-collar,3,jun,188,5,-1,0,no
admin.,18,may,23,5,-1,0,no
admin.,5,aug,176,2,-1,0,no
management,3,feb,26,2,197,1,no
retired,19,jun,212,1,-1,0,no
housemaid,13,aug,119,2,-1,0,no
management,7,aug,205,5,-1,0,no
self-employed,3,jun,73,4,-1,0,no
blue-collar,20,nov,1258,2,122,2,yes
technician,29,aug,57,2,-1,0,no
housemaid,5,jun,115,2,-1,0,no
services,19,jun,58,1,-1,0,no
technician,11,aug,238,1,-1,0,no
management,20,nov,207,3,-1,0,no
management,3,jun,178,2,-1,0,no
admin.,14,may,20,11,-1,0,no
management,11,mar,188,3,-1,0,yes
blue-collar,14,may,143,1,370,2,no
technician,25,nov,232,1,96,4,yes
retired,7,dec,127,2,-1,0,no
self-employed,8,may,380,4,295,1,no
entrepreneur,19,nov,167,3,-1,0,no
technician,22,may,796,1,109,1,yes
management,13,sep,303,2,-1,0,no
technician,17,apr,407,2,-1,0,no
technician,16,jul,229,1,-1,0,no
management,11,aug,108,2,-1,0,no
management,25,may,265,1,-1,0,no
services,25,jul,168,1,-1,0,no
management,17,apr,97,1,-1,0,no
blue-collar,15,may,169,1,346,1,no
management,23,sep,103,2,484,2,no
management,3,jun,599,3,-1,0,no
technician,29,jan,322,2,-1,0,no
management,21,may,304,1,-1,0,no
blue-collar,12,may,52,3,-1,0,no
housemaid,18,jul,655,4,-1,0,yes
admin.,9,feb,101,2,-1,0,no
unemployed,3,feb,65,2,-1,0,no
services,15,may,173,4,-1,0,no
services,14,jul,162,3,-1,0,no
retired,14,aug,78,2,-1,0,no
management,14,may,646,5,-1,0,yes
retired,30,jan,114,2,-1,0,no
management,4,jun,141,6,-1,0,no
blue-collar,15,may,133,4,-1,0,no
technician,6,jun,1994,2,-1,0,no
blue-collar,6,may,140,2,-1,0,no
admin.,15,may,82,3,-1,0,no
